Date,Open,High,Low,Close,Adj Close,Volume
2018-07-30,814.479980,814.789978,759.830017,776.270020,776.270020,34619168
2018-07-31,776.270020,777.729980,735.119995,767.830017,767.830017,53229988
2018-08-01,767.830017,773.229980,722.799988,731.030029,731.030029,20556678
2018-08-02,731.030029,731.030029,700.809998,724.780029,724.780029,26135173
2018-08-03,724.780029,736.969971,689.760010,695.859985,695.859985,19870749
2018-08-04,695.859985,716.690002,687.760010,709.169983,709.169983,15111298
2018-08-05,709.169983,717.059998,681.960022,690.960022,690.960022,19452059
2018-08-06,690.960022,712.219971,646.789978,657.049988,657.049988,32957166
2018-08-07,657.049988,657.260010,565.570007,588.630005,588.630005,65864135
2018-08-08,588.630005,620.440002,577.640015,608.950012,608.950012,29922895
2018-08-09,608.950012,612.409973,558.440002,570.320007,570.320007,30446730
2018-08-10,570.320007,571.140015,538.049988,544.880005,544.880005,12209252
2018-08-11,544.880005,544.880005,544.880005,544.880005,544.880005,0
2018-08-12,571.359985,593.059998,522.539978,531.580017,531.580017,28899828
2018-08-13,531.599976,531.770020,472.679993,510.260010,510.260010,43252496
2018-08-14,510.260010,540.260010,503.220001,511.190002,511.190002,32494939
2018-08-15,511.190002,538.000000,504.130005,516.119995,516.119995,27620387
